#aspect_ratio,Rad,RadS,spindle_length,time[sec],spindle_length/(Rad*2)
1.0,60.000,60.000,40.947,5.800000
1.5,78.622,52.415,49.387,6.000000
2.0,95.244,47.622,54.570,6.150000
2.5,110.521,44.208,58.043,6.300000
3.0,124.805,41.602,60.508,6.450000
3.5,138.313,39.518,62.331,6.550000
