#p,(int)(i/100),time_sec,cen_distance*10^6,PVecCen[0][0]*10^6,PVecCen[0][2]*10^6,PVecCen[1][0]*10^6,PVecCen[1][2]*10^6
1,0,0.000000,14.847084,-7.423542,-0.000000,7.423542,0.000000
1,0,1.000000,15.699033,-7.849517,-0.000000,7.849517,0.000000
1,0,2.000000,16.498042,-8.249021,-0.000000,8.249021,0.000000
1,0,3.000000,17.248167,-8.624083,-0.000000,8.624083,0.000000
1,0,4.000000,17.953028,-8.976514,-0.000000,8.976514,0.000000
1,1,5.000000,18.615878,-9.307939,-0.000000,9.307939,0.000000
1,1,6.000000,19.239645,-9.619823,-0.000000,9.619823,0.000000
1,1,7.000000,19.826987,-9.913494,-0.000000,9.913494,0.000000
1,1,8.000000,20.380319,-10.190160,-0.000000,10.190160,0.000000
1,1,9.000000,20.901848,-10.450924,-0.000000,10.450924,0.000000
1,2,10.000000,21.393596,-10.696798,-0.000000,10.696798,0.000000
1,2,11.000000,21.857424,-10.928712,-0.000000,10.928712,0.000000
1,2,12.000000,22.295047,-11.147524,-0.000000,11.147524,0.000000
1,2,13.000000,22.708054,-11.354027,-0.000000,11.354027,0.000000
1,2,14.000000,23.097914,-11.548957,-0.000000,11.548957,0.000000
1,3,15.000000,23.465997,-11.732999,-0.000000,11.732999,0.000000
1,3,16.000000,23.813577,-11.906788,-0.000000,11.906788,0.000000
1,3,17.000000,24.141841,-12.070921,-0.000000,12.070921,0.000000
1,3,18.000000,24.451901,-12.225950,-0.000000,12.225950,0.000000
1,3,19.000000,24.744795,-12.372398,-0.000000,12.372398,0.000000
1,4,20.000000,25.021498,-12.510749,-0.000000,12.510749,0.000000
1,4,21.000000,25.282924,-12.641462,-0.000000,12.641462,0.000000
1,4,22.000000,25.529931,-12.764965,-0.000000,12.764965,0.000000
1,4,23.000000,25.763325,-12.881662,-0.000000,12.881662,0.000000
1,4,24.000000,25.983866,-12.991933,-0.000000,12.991933,0.000000
1,5,25.000000,26.192267,-13.096134,-0.000000,13.096134,0.000000
1,5,26.000000,26.389203,-13.194602,-0.000000,13.194602,0.000000
1,5,27.000000,26.575307,-13.287654,-0.000000,13.287654,0.000000
