-80.000 0.000 4.654 0.0
-80.000 10.000 4.711 0.1
-80.000 20.000 4.971 0.2
-80.000 30.000 5.442 0.2
-80.000 40.000 5.954 0.2
-80.000 50.000 6.556 0.2
-80.000 60.000 7.009 0.2
-80.000 70.000 7.312 0.1
-80.000 80.000 7.498 0.1
-80.000 90.000 7.564 -0.0
-80.000 100.000 7.498 -0.1
-80.000 110.000 7.312 -0.1
-80.000 120.000 7.009 -0.2
-80.000 130.000 6.556 -0.2
-80.000 140.000 5.954 -0.2
-80.000 150.000 5.441 -0.2
-80.000 160.000 4.970 -0.2
-80.000 170.000 4.711 -0.1
-80.000 180.000 4.653 0.0
-60.000 0.000 3.763 0.0
-60.000 10.000 3.780 0.1
-60.000 20.000 3.895 0.2
-60.000 30.000 4.115 0.2
-60.000 40.000 4.374 0.2
-60.000 50.000 4.626 0.2
-60.000 60.000 4.847 0.2
-60.000 70.000 5.025 0.1
-60.000 80.000 5.152 0.1
-60.000 90.000 5.199 -0.0
-60.000 100.000 5.152 -0.1
-60.000 110.000 5.025 -0.1
-60.000 120.000 4.847 -0.2
-60.000 130.000 4.626 -0.2
-60.000 140.000 4.374 -0.2
-60.000 150.000 4.115 -0.2
-60.000 160.000 3.895 -0.2
-60.000 170.000 3.780 -0.1
-60.000 180.000 3.762 0.0
-40.000 0.000 2.587 0.0
-40.000 10.000 2.586 0.1
-40.000 20.000 2.635 0.2
-40.000 30.000 2.744 0.2
-40.000 40.000 2.884 0.2
-40.000 50.000 3.028 0.2
-40.000 60.000 3.162 0.2
-40.000 70.000 3.276 0.1
-40.000 80.000 3.359 0.1
-40.000 90.000 3.391 -0.0
-40.000 100.000 3.359 -0.1
-40.000 110.000 3.276 -0.1
-40.000 120.000 3.162 -0.2
-40.000 130.000 3.028 -0.2
-40.000 140.000 2.884 -0.2
-40.000 150.000 2.744 -0.2
-40.000 160.000 2.634 -0.2
-40.000 170.000 2.586 -0.1
-40.000 180.000 2.587 0.0
-20.000 0.000 1.321 0.0
-20.000 10.000 1.314 0.1
-20.000 20.000 1.324 0.2
-20.000 30.000 1.365 0.2
-20.000 40.000 1.424 0.2
-20.000 50.000 1.493 0.2
-20.000 60.000 1.563 0.2
-20.000 70.000 1.626 0.1
-20.000 80.000 1.674 0.1
-20.000 90.000 1.693 -0.0
-20.000 100.000 1.674 -0.1
-20.000 110.000 1.626 -0.1
-20.000 120.000 1.563 -0.2
-20.000 130.000 1.493 -0.2
-20.000 140.000 1.424 -0.2
-20.000 150.000 1.364 -0.2
-20.000 160.000 1.324 -0.2
-20.000 170.000 1.314 -0.1
-20.000 180.000 1.321 0.0
0.000 0.000 0.000 0.0
0.000 10.000 0.000 0.1
0.000 20.000 0.000 0.2
0.000 30.000 0.000 0.2
0.000 40.000 0.000 0.2
0.000 50.000 0.000 0.2
0.000 60.000 0.000 0.2
0.000 70.000 0.000 0.1
0.000 80.000 0.000 0.1
0.000 90.000 -0.000 -0.0
0.000 100.000 -0.000 -0.1
0.000 110.000 -0.000 -0.1
0.000 120.000 -0.000 -0.2
0.000 130.000 -0.000 -0.2
0.000 140.000 -0.000 -0.2
0.000 150.000 -0.000 -0.2
0.000 160.000 -0.000 -0.2
0.000 170.000 -0.000 -0.1
0.000 180.000 -0.000 0.0
20.000 0.000 -1.321 0.0
20.000 10.000 -1.314 0.1
20.000 20.000 -1.324 0.2
20.000 30.000 -1.364 0.2
20.000 40.000 -1.424 0.2
20.000 50.000 -1.493 0.2
20.000 60.000 -1.563 0.2
20.000 70.000 -1.626 0.1
20.000 80.000 -1.674 0.1
20.000 90.000 -1.693 -0.0
20.000 100.000 -1.674 -0.1
20.000 110.000 -1.626 -0.1
20.000 120.000 -1.563 -0.2
20.000 130.000 -1.493 -0.2
20.000 140.000 -1.424 -0.2
20.000 150.000 -1.365 -0.2
20.000 160.000 -1.324 -0.2
20.000 170.000 -1.314 -0.1
20.000 180.000 -1.321 0.0
40.000 0.000 -2.587 -0.0
40.000 10.000 -2.586 0.1
40.000 20.000 -2.634 0.2
40.000 30.000 -2.744 0.2
40.000 40.000 -2.884 0.2
40.000 50.000 -3.028 0.2
40.000 60.000 -3.162 0.2
40.000 70.000 -3.276 0.1
40.000 80.000 -3.359 0.1
40.000 90.000 -3.391 -0.0
40.000 100.000 -3.359 -0.1
40.000 110.000 -3.276 -0.1
40.000 120.000 -3.162 -0.2
40.000 130.000 -3.028 -0.2
40.000 140.000 -2.884 -0.2
40.000 150.000 -2.744 -0.2
40.000 160.000 -2.635 -0.2
40.000 170.000 -2.586 -0.1
40.000 180.000 -2.587 0.0
60.000 0.000 -3.762 0.0
60.000 10.000 -3.780 0.1
60.000 20.000 -3.895 0.2
60.000 30.000 -4.115 0.2
60.000 40.000 -4.374 0.2
60.000 50.000 -4.626 0.2
60.000 60.000 -4.847 0.2
60.000 70.000 -5.025 0.1
60.000 80.000 -5.152 0.1
60.000 90.000 -5.199 -0.0
60.000 100.000 -5.152 -0.1
60.000 110.000 -5.025 -0.1
60.000 120.000 -4.847 -0.2
60.000 130.000 -4.626 -0.2
60.000 140.000 -4.374 -0.2
60.000 150.000 -4.115 -0.2
60.000 160.000 -3.895 -0.2
60.000 170.000 -3.780 -0.1
60.000 180.000 -3.763 0.0
80.000 0.000 -4.653 -0.0
80.000 10.000 -4.711 0.1
80.000 20.000 -4.970 0.2
80.000 30.000 -5.441 0.2
80.000 40.000 -5.954 0.2
80.000 50.000 -6.556 0.2
80.000 60.000 -7.009 0.2
80.000 70.000 -7.312 0.1
80.000 80.000 -7.498 0.1
80.000 90.000 -7.564 -0.0
80.000 100.000 -7.498 -0.1
80.000 110.000 -7.312 -0.1
80.000 120.000 -7.009 -0.2
80.000 130.000 -6.556 -0.2
80.000 140.000 -5.954 -0.2
80.000 150.000 -5.442 -0.2
80.000 160.000 -4.971 -0.2
80.000 170.000 -4.711 -0.1
80.000 180.000 -4.654 0.0
