#p,(int)(i/100),time_sec,cen_distance*10^6,PVecCen[0][0]*10^6,PVecCen[0][2]*10^6,PVecCen[1][0]*10^6,PVecCen[1][2]*10^6
2,0,0.000000,14.988445,-7.494223,-0.000000,7.494223,0.000000
2,0,1.000000,15.845609,-7.922804,-0.000000,7.922804,0.000000
2,0,2.000000,16.649668,-8.324834,-0.000000,8.324834,0.000000
2,0,3.000000,17.404689,-8.702344,-0.000000,8.702344,0.000000
2,0,4.000000,18.114298,-9.057149,-0.000000,9.057149,0.000000
2,1,5.000000,18.781751,-9.390875,-0.000000,9.390875,0.000000
2,1,6.000000,19.409982,-9.704991,-0.000000,9.704991,0.000000
2,1,7.000000,20.001650,-10.000825,-0.000000,10.000825,0.000000
2,1,8.000000,20.559174,-10.279587,-0.000000,10.279587,0.000000
2,1,9.000000,21.084762,-10.542381,-0.000000,10.542381,0.000000
2,2,10.000000,21.580438,-10.790219,-0.000000,10.790219,0.000000
2,2,11.000000,22.048064,-11.024032,-0.000000,11.024032,0.000000
2,2,12.000000,22.489358,-11.244679,-0.000000,11.244679,0.000000
2,2,13.000000,22.905909,-11.452955,-0.000000,11.452955,0.000000
2,2,14.000000,23.299190,-11.649595,-0.000000,11.649595,0.000000
2,3,15.000000,23.670571,-11.835285,-0.000000,11.835285,0.000000
2,3,16.000000,24.021327,-12.010663,-0.000000,12.010663,0.000000
2,3,17.000000,24.352650,-12.176325,-0.000000,12.176325,0.000000
2,3,18.000000,24.665651,-12.332826,-0.000000,12.332826,0.000000
2,3,19.000000,24.961374,-12.480687,-0.000000,12.480687,0.000000
2,4,20.000000,25.240794,-12.620397,-0.000000,12.620397,0.000000
2,4,21.000000,25.504828,-12.752414,-0.000000,12.752414,0.000000
2,4,22.000000,25.754338,-12.877169,-0.000000,12.877169,0.000000
2,4,23.000000,25.990131,-12.995066,-0.000000,12.995066,0.000000
2,4,24.000000,26.212971,-13.106486,-0.000000,13.106486,0.000000
2,5,25.000000,26.423575,-13.211787,-0.000000,13.211787,0.000000
2,5,26.000000,26.622618,-13.311309,-0.000000,13.311309,0.000000
2,5,27.000000,26.810738,-13.405369,-0.000000,13.405369,0.000000
2,5,28.000000,26.988537,-13.494268,-0.000000,13.494268,0.000000
2,5,29.000000,27.156580,-13.578290,-0.000000,13.578290,0.000000
2,6,30.000000,27.315404,-13.657702,-0.000000,13.657702,0.000000
2,6,31.000000,27.465515,-13.732758,-0.000000,13.732758,0.000000
2,6,32.000000,27.607390,-13.803695,-0.000000,13.803695,0.000000
2,6,33.000000,27.741479,-13.870739,-0.000000,13.870739,0.000000
2,6,34.000000,27.868209,-13.934105,-0.000000,13.934105,0.000000
2,7,35.000000,27.987983,-13.993992,-0.000000,13.993992,0.000000
