#p,(int)(i/100),time_sec,cen_distance*10^6,PVecCen[0][0]*10^6,PVecCen[0][2]*10^6,PVecCen[1][0]*10^6,PVecCen[1][2]*10^6
4,0,0.000000,14.564712,-7.282356,-0.000000,7.282356,0.000000
4,0,1.000000,15.440724,-7.720362,-0.000000,7.720362,0.000000
4,0,2.000000,16.262602,-8.131301,-0.000000,8.131301,0.000000
4,0,3.000000,17.034499,-8.517249,-0.000000,8.517249,0.000000
4,0,4.000000,17.760114,-8.880057,-0.000000,8.880057,0.000000
4,1,5.000000,18.442764,-9.221382,-0.000000,9.221382,0.000000
4,1,6.000000,19.085438,-9.542719,-0.000000,9.542719,0.000000
4,1,7.000000,19.690838,-9.845419,-0.000000,9.845419,0.000000
4,1,8.000000,20.261424,-10.130712,-0.000000,10.130712,0.000000
4,1,9.000000,20.799440,-10.399720,-0.000000,10.399720,0.000000
4,2,10.000000,21.306942,-10.653471,-0.000000,10.653471,0.000000
4,2,11.000000,21.785821,-10.892910,-0.000000,10.892910,0.000000
4,2,12.000000,22.237821,-11.118911,-0.000000,11.118911,0.000000
4,2,13.000000,22.664556,-11.332278,-0.000000,11.332278,0.000000
4,2,14.000000,23.067522,-11.533761,-0.000000,11.533761,0.000000
4,3,15.000000,23.448112,-11.724056,-0.000000,11.724056,0.000000
4,3,16.000000,23.807621,-11.903810,-0.000000,11.903810,0.000000
4,3,17.000000,24.147259,-12.073630,-0.000000,12.073630,0.000000
4,3,18.000000,24.468159,-12.234079,-0.000000,12.234079,0.000000
4,3,19.000000,24.771380,-12.385690,-0.000000,12.385690,0.000000
4,4,20.000000,25.057917,-12.528958,-0.000000,12.528958,0.000000
4,4,21.000000,25.328701,-12.664351,-0.000000,12.664351,0.000000
4,4,22.000000,25.584612,-12.792306,-0.000000,12.792306,0.000000
4,4,23.000000,25.826473,-12.913237,-0.000000,12.913237,0.000000
4,4,24.000000,26.055062,-13.027531,-0.000000,13.027531,0.000000
4,5,25.000000,26.271110,-13.135555,-0.000000,13.135555,0.000000
4,5,26.000000,26.475308,-13.237654,-0.000000,13.237654,0.000000
4,5,27.000000,26.668306,-13.334153,-0.000000,13.334153,0.000000
4,5,28.000000,26.850719,-13.425360,-0.000000,13.425360,0.000000
4,5,29.000000,27.023127,-13.511563,-0.000000,13.511563,0.000000
4,6,30.000000,27.186076,-13.593038,-0.000000,13.593038,0.000000
4,6,31.000000,27.340085,-13.670043,-0.000000,13.670043,0.000000
4,6,32.000000,27.485642,-13.742821,-0.000000,13.742821,0.000000
4,6,33.000000,27.623209,-13.811605,-0.000000,13.811605,0.000000
4,6,34.000000,27.753223,-13.876611,-0.000000,13.876611,0.000000
4,7,35.000000,27.876095,-13.938048,-0.000000,13.938048,0.000000
4,7,36.000000,27.992217,-13.996109,-0.000000,13.996109,0.000000
4,7,37.000000,28.101957,-14.050979,-0.000000,14.050979,0.000000
4,7,38.000000,28.205664,-14.102832,-0.000000,14.102832,0.000000
4,7,39.000000,28.303668,-14.151834,-0.000000,14.151834,0.000000
4,8,40.000000,28.396280,-14.198140,-0.000000,14.198140,0.000000
4,8,41.000000,28.483795,-14.241898,-0.000000,14.241898,0.000000
4,8,42.000000,28.566493,-14.283247,-0.000000,14.283247,0.000000
4,8,43.000000,28.644637,-14.322319,-0.000000,14.322319,0.000000
4,8,44.000000,28.718477,-14.359238,-0.000000,14.359238,0.000000
4,9,45.000000,28.788247,-14.394124,-0.000000,14.394124,0.000000
4,9,46.000000,28.854173,-14.427086,-0.000000,14.427086,0.000000
4,9,47.000000,28.916463,-14.458232,-0.000000,14.458232,0.000000
4,9,48.000000,28.975319,-14.487659,-0.000000,14.487659,0.000000
4,9,49.000000,29.030927,-14.515464,-0.000000,14.515464,0.000000
4,10,50.000000,29.083467,-14.541734,-0.000000,14.541734,0.000000
4,10,51.000000,29.133107,-14.566554,-0.000000,14.566554,0.000000
4,10,52.000000,29.180007,-14.590003,-0.000000,14.590003,0.000000
4,10,53.000000,29.224317,-14.612158,-0.000000,14.612158,0.000000
4,10,54.000000,29.266179,-14.633089,-0.000000,14.633089,0.000000
4,11,55.000000,29.305729,-14.652864,-0.000000,14.652864,0.000000
4,11,56.000000,29.343093,-14.671546,-0.000000,14.671546,0.000000
4,11,57.000000,29.378392,-14.689196,-0.000000,14.689196,0.000000
4,11,58.000000,29.411740,-14.705870,-0.000000,14.705870,0.000000
4,11,59.000000,29.443244,-14.721622,-0.000000,14.721622,0.000000
4,12,60.000000,29.473006,-14.736503,-0.000000,14.736503,0.000000
4,12,61.000000,29.501121,-14.750561,-0.000000,14.750561,0.000000
4,12,62.000000,29.527682,-14.763841,-0.000000,14.763841,0.000000
4,12,63.000000,29.552773,-14.776386,-0.000000,14.776386,0.000000
4,12,64.000000,29.576475,-14.788238,-0.000000,14.788238,0.000000
4,13,65.000000,29.598866,-14.799433,-0.000000,14.799433,0.000000
4,13,66.000000,29.620018,-14.810009,-0.000000,14.810009,0.000000
4,13,67.000000,29.639998,-14.819999,-0.000000,14.819999,0.000000
4,13,68.000000,29.658873,-14.829436,-0.000000,14.829436,0.000000
4,13,69.000000,29.676702,-14.838351,-0.000000,14.838351,0.000000
4,14,70.000000,29.693544,-14.846772,-0.000000,14.846772,0.000000
4,14,71.000000,29.709453,-14.854727,-0.000000,14.854727,0.000000
4,14,72.000000,29.724481,-14.862241,-0.000000,14.862241,0.000000
4,14,73.000000,29.738677,-14.869339,-0.000000,14.869339,0.000000
4,14,74.000000,29.752086,-14.876043,-0.000000,14.876043,0.000000
4,15,75.000000,29.764753,-14.882376,-0.000000,14.882376,0.000000
4,15,76.000000,29.776717,-14.888359,-0.000000,14.888359,0.000000
4,15,77.000000,29.788019,-14.894010,-0.000000,14.894010,0.000000
4,15,78.000000,29.798694,-14.899347,-0.000000,14.899347,0.000000
4,15,79.000000,29.808778,-14.904389,-0.000000,14.904389,0.000000
4,16,80.000000,29.818303,-14.909152,-0.000000,14.909152,0.000000
4,16,81.000000,29.827300,-14.913650,-0.000000,14.913650,0.000000
4,16,82.000000,29.835799,-14.917899,-0.000000,14.917899,0.000000
4,16,83.000000,29.843826,-14.921913,-0.000000,14.921913,0.000000
4,16,84.000000,29.851408,-14.925704,-0.000000,14.925704,0.000000
4,17,85.000000,29.858570,-14.929285,-0.000000,14.929285,0.000000
4,17,86.000000,29.865335,-14.932668,-0.000000,14.932668,0.000000
4,17,87.000000,29.871725,-14.935862,-0.000000,14.935862,0.000000
4,17,88.000000,29.877761,-14.938880,-0.000000,14.938880,0.000000
4,17,89.000000,29.883461,-14.941731,-0.000000,14.941731,0.000000
4,18,90.000000,29.888846,-14.944423,-0.000000,14.944423,0.000000
4,18,91.000000,29.893933,-14.946966,-0.000000,14.946966,0.000000
4,18,92.000000,29.898737,-14.949368,-0.000000,14.949368,0.000000
4,18,93.000000,29.903275,-14.951637,-0.000000,14.951637,0.000000
4,18,94.000000,29.907561,-14.953780,-0.000000,14.953780,0.000000
4,19,95.000000,29.911609,-14.955805,-0.000000,14.955805,0.000000
4,19,96.000000,29.915433,-14.957717,-0.000000,14.957717,0.000000
4,19,97.000000,29.919045,-14.959523,-0.000000,14.959523,0.000000
4,19,98.000000,29.922457,-14.961228,-0.000000,14.961228,0.000000
4,19,99.000000,29.925679,-14.962839,-0.000000,14.962839,0.000000
4,20,100.000000,29.928723,-14.964361,-0.000000,14.964361,0.000000
4,20,101.000000,29.931597,-14.965799,-0.000000,14.965799,0.000000
4,20,102.000000,29.934313,-14.967156,-0.000000,14.967156,0.000000
4,20,103.000000,29.936878,-14.968439,-0.000000,14.968439,0.000000
4,20,104.000000,29.939300,-14.969650,-0.000000,14.969650,0.000000
